UserId,Gender,ReviewText,Predicted,PredictedNumeric
1,1,"Prompt: Can you describe your perfect weekend? ers, I think I've had four or five perfect weekends so far this year so far this year so far this year so far this year so far this year. the most recent one so far this year so far this",Male,1
2,0,"Prompt: Can you describe your perfect weekend? ery the last few years I have been in the, outdoors and have enjoyed it, but haven't done very much outdoors type of camping, like we have in this area in California. The weather seems to be just perfect here lately",Female,0
1,1,"Prompt: Can you describe your perfect weekend? ive had a very busy weekend, which involved going through my wife's business as well as, working on my car, my answering machine and, my answering machine. I've had a very busy weekend, myself, going through, my",Male,1
2,0,"Prompt: Can you describe your perfect weekend? ery, I don't have a whole lot to say about this one, except that it's very pretty , from what I've seen on T V, it's just really a beautiful weekend up there, from the mountains up",Female,0
1,1,"Prompt: Can you describe your perfect weekend? ers, I do not know if I have had a real good weekend in this country, though, because I have a fiance, a, a, I have a fiance at the moment, I",Male,1
2,0,"Prompt: Can you describe your perfect weekend? erythema and rheum and all that kind of stuff, I have a pretty good idea of what I'm doing at home for the past month and a half, probably five and a half, plus a little bit of different",Female,0
1,1,"Prompt: Can you describe your perfect weekend? iced tea and just a bite to eat and everything for dinner, and then, just kind of mellowed down a little bit, trying to stay on top of it, but kind of staying in shape and, being active on a regular",Male,1
2,0,"Prompt: Can you describe your perfect weekend? icky to me, because I can't afford to go out and do anything like that with my children, because, I don't have the money to be here every year, and the time I like to, I'll go to work",Male,1
1,1,"Prompt: What’s the most interesting book you’ve read recently? ers, you probably have read a lot of books recently that are, I don't know what you might call them, short stories, I don't know what you would call them, short stories",Male,1
2,0,"Prompt: What’s the most interesting book you’ve read recently? ive read, a book called HUNDRED AND ONE DALMATIANS, a children's book by Cheryl Letizia Richardson, about the history of Spanish America, and",Female,0
1,1,"Prompt: What’s the most interesting book you’ve read recently? ive read a lot of different things from different fields, but generally, I'm mostly interested in the things that I need to do for my current job, like, where I want to go to",Male,1
2,0,"Prompt: What’s the most interesting book you’ve read recently? ive read a lot of biographies of people and things, andographies of their lives andographies of their families and things, and, other things like that because I have a tendency to read so",Male,1
1,1,"Prompt: What’s the most interesting book you’ve read recently? ive read a couple of books lately that have, been kind of controversial. one of them is, REVENGE OF THE LOST ARK. PART TWO. PART THREE. PART A",Male,1
2,0,"Prompt: What’s the most interesting book you’ve read recently? urs review, I guess it's probably the best thing that's come out so far this year is probably, the biography of Thomas Bach, which is, a true story of a young boy who",Male,1
1,1,"Prompt: What’s the most interesting book you’ve read recently? ers, I guess last one I read was CHEERS. That's, the latest I've read, is CHEERS. I haven't gotten over that yet, but I haven't",Male,1
2,0,"Prompt: What’s the most interesting book you’ve read recently? ery including some of the best known and current works, including biographies of people and, biographies of leaders and, historical diaries of people, and so forth. I don't have",Female,0
1,1,"Prompt: What’s the most interesting book you’ve read recently? ers, I guess you have to say, I don't read a lot of fiction, I just, like to read a little bit of, non fiction, and then just kind of forget about",Male,1
2,0,Prompt: What’s the most interesting book you’ve read recently? ive read some biographies and diaries and things like that. I just haven't gotten around to doing it very well. Mostly because of the length of time that I've been doing it,Male,1
1,1,"Prompt: Do you have any hobbies or activities you’re passionate about? iced coffee now and then and, just recently has a little bit of a kick in it that, I can't seem to get rid of all of it except for, a couple of reasons",Female,0
2,0,"Prompt: Do you have any hobbies or activities you’re passionate about? ive been a recipient of one of those awards, I think it was on the honor system, that he won this year, for outstanding leadership. I'm not into the",Male,1
1,1,"Prompt: Do you have any hobbies or activities you’re passionate about? ive had my fill of, I've been involved in a lot of community activities, like having, Boy Scouts, there are many Boy Scouts out there, some of which actually offer",Male,1
2,0,"Prompt: Do you have any hobbies or activities you’re passionate about? ive got to spend most of my time outdoors, right?. Just tennis, tennis and softball, and baseball, and all that kind of stuff. Kind of a hobby I like to do",Male,1
1,1,"Prompt: Do you have any hobbies or activities you’re passionate about? ive done a little bit of that myself, which is, I guess a hobby, too. Just because I have to do stuff like this and that and that and that and that and that and that",Male,1
2,0,"Prompt: Do you have any hobbies or activities you’re passionate about? ive, my hobbies are books, computers, and just about any other hobby I can think of to do. I've always thought, really, that would be one thing to do, that would be",Male,1
1,1,"Prompt: Do you have any hobbies or activities you’re passionate about? ive been into, sailing, sailing, sailing, boating, sailing, boating, and, just the whole, environment. I like to take all my kids out on the beach and play with",Male,1
2,0,"Prompt: Do you have any hobbies or activities you’re passionate about? ive got a hobby, crochet and painting and, just trying to make a living off of it. I don't know how I do it, but it seems to be so fun to do it all",Male,1
1,1,"Prompt: Do you have any hobbies or activities you’re passionate about? ive just done gardening a few times this year, on a whim, for Christmas and so forth. Although, I haven't done that very much lately, although I had a friend who does a lot",Male,1
2,0,"Prompt: Do you have any hobbies or activities you’re passionate about? urs, not really a big one, but a hobby. Kind of a hobby for me because I really enjoy a lot of different things, like gardening, aerobics, racquetball, tennis",Male,1
1,1,"Prompt: Where is your favorite place you’ve ever visited? iced tea at home for Christmas, or something like that? a tea tree or something? a tree? a tree that, has been broken into in a fire last year, this year or that",Male,1
2,0,"Prompt: Where is your favorite place you’ve ever visited? ursa, we went to, Turkey last week, just about, a week ago, we found ourselves in, Turkey's Diyarbaki border. The border with Syria is open, right across the border",Female,0
1,1,"Prompt: Where is your favorite place you’ve ever visited? iced tea at home is not my favorite kind of tea, either. But I do enjoy it occasionally because I like the cup and the flavor of the tea and have some tastes in it that I don't normally",Female,0
2,0,"Prompt: Where is your favorite place you’ve ever visited? ursa is really nice for, camping in theinas and stuff like that because they have the water and the mountains and everything along the road too. And, a pool and the river, and all that stuff",Female,0
1,1,"Prompt: Where is your favorite place you’ve ever visited? ive been to, Germany, Italy, and, England a couple of times. I've always wanted to go to somewhere else and have some of the picturesque scenery and all that kind of stuff. a",Male,1
2,0,"Prompt: Where is your favorite place you’ve ever visited? ive been to: Chicago, Texas, and, to the Grand Canyon, Arizona, and to, places like that, and, to, visit by boat and stuff. I never have really, thought about it",Male,1
1,1,"Prompt: Where is your favorite place you’ve ever visited? ive never visited the Texas border, at least in Texas, except to come up here in nineteen sixty five, seventy eight, I guess, in the snow and the cold. Have you ever been to",Male,1
2,0,"Prompt: Where is your favorite place you’ve ever visited? erywhere else, I would say Dallas, Texas area or something like that, or anywhere in the United States or any place except Texas. Just, I've never been to California either. Because of the weather",Female,0
1,1,"Prompt: Where is your favorite place you’ve ever visited? iced tea and a juice bar and, to, mingle with, some local Indians and stuff like that. I think it's probably closer to Houston than it is to New York City though because they're more",Female,0
2,0,"Prompt: Where is your favorite place you’ve ever visited? ive been to France twice, I'm sure. Not in Paris or London, or wherever, but Strasbourg. Just Strasbourg? Strasbourg?. And Monmouth?. Yes, Mon",Male,1
1,1,"Prompt: What kind of music do you like to listen to? ers, classical music, of course, but also, progressive rock and roll and, jazz and, sort of alternative rock, heavy metal, heavy metal, that kind of stuff, that are just so terribly dated nowadays",Male,1
2,0,"Prompt: What kind of music do you like to listen to? ive kind of listened to, rock and roll, classical music that I've heard for the last couple years or so because I've always had classical style in my musical tastes for music. Or maybe, electronic music type",Male,1
1,1,"Prompt: What kind of music do you like to listen to? ive only listened to, probably about ten, twenty different kinds of music at one time or another in my life. I don't know if I listen to it anymore or not, because I'm just so busy now",Male,1
2,0,"Prompt: What kind of music do you like to listen to? ive got a couple of classical stations that I like to listen to occasionally, I guess I can call them, classical guitar music or jazz music or classical piano music, just sort of classical rock and roll type stuff",Male,1
1,1,"Prompt: What kind of music do you like to listen to? ers, it's kind of hard to say, because I don't listen to, almost any heavy metal, heavy metal, like, or heavy metal, like, which, I don't like really, because I",Male,1
2,0,"Prompt: What kind of music do you like to listen to? ive been wanting to get into jazz for a while now, and classical guitar, which is, I guess, more popular in the U S than the classical piano. And, piano, which is really, really hard",Male,1
1,1,"Prompt: What kind of music do you like to listen to? ers, kind of like, pop, too, some classical music, too. I like the folk, folk, and the like. Folk music, too, sometimes a lot of it's a lot of fun to",Male,1
2,0,"Prompt: What kind of music do you like to listen to? ive been listening to a lot of classical music lately, I guess because I'm in the band too and I've been to a lot of rock stations, just because of their, sound and style and their disposition and",Male,1
1,1,"Prompt: What kind of music do you like to listen to? ers, like I said, I have a lot of different types of music. Some are progressive and some are, even progressive. jazz and that kind of stuff, but also, a lot of different forms of music",Male,1
2,0,"Prompt: What kind of music do you like to listen to? ive been doing a lot of experimenting with music, some of the time. Most recently, I went to visit my parents in, North Carolina to record some music for them. Which I haven't, had much luck",Male,1
1,1,"Prompt: If you could learn any new skill, what would it be? ers, I think it would be good. Because, it's really not, really a substitute for, regular T V watching. Just something that's, at home, that you can watch on a",Female,0
2,0,"Prompt: If you could learn any new skill, what would it be? ive never heard of that one before, that's the one that I've seen that's really good for playing the piano or for playing the piano or something like that. Which really does sound good, though",Female,0
1,1,"Prompt: If you could learn any new skill, what would it be? ers, I think we ought to have that in mind, because, there's just so much going on in today's society, and so much going on in the real world, and so many of",Male,1
2,0,"Prompt: If you could learn any new skill, what would it be? ipsis is the best word for it, because it's the only one I know of that doesn't have a name or a phonetic signature on it. If you learn something new, and you",Female,0
1,1,"Prompt: If you could learn any new skill, what would it be? ers, I think, it would be, a lot of fun to do that as a kid, because you learn so much from people, and so many different people, from how they relate to you and",Male,1
2,0,"Prompt: If you could learn any new skill, what would it be? ersatz? the analysis of it all? What else would you learn? I guess, I don't know, I guess, I would love to be able to teach it",Male,1
1,1,"Prompt: If you could learn any new skill, what would it be? ers, it would be easy for me to say, yeah, if you can learn any new skill, that you can learn in this country, I'm sure you can learn in other countries if you",Male,1
2,0,"Prompt: If you could learn any new skill, what would it be? ive, read a lot of C and D type things and just haven't really gone into much detail about it because I was so busy with writing, I just kind of sat there and read the whole thing",Male,1
1,1,"Prompt: If you could learn any new skill, what would it be? ers, I think, would be good, because you can learn so much more through experience than simply by playing games, and so on and so forth, that you can learn to be a good leader and",Male,1
2,0,"Prompt: If you could learn any new skill, what would it be? ive never thought about it that way, because I have not worked with any other children in a long time, other than my husband's and I's children have the same interests and interests as ours do",Male,1
1,1,"Prompt: What’s your favorite meal to cook or eat? erythritol?, , something like that? the, the, the, the, the whole grain and everything, grain, everything is, from, the, corn and everything to",Male,1
2,0,"Prompt: What’s your favorite meal to cook or eat? ery? What's your favorite, meal to cook or eat? .",Female,0
1,1,"Prompt: What’s your favorite meal to cook or eat? ive never had any particular favorites at all, so, to speak, that's where the question comes from. a question of taste, it would certainly depend on what kind of food you had growing up",Male,1
2,0,"Prompt: What’s your favorite meal to cook or eat? ery head or fish? What was that?, and the whole idea of having a fish meal. And then to put a little bit of everything back in it and make sure that, you, you",Female,0
1,1,"Prompt: What’s your favorite meal to cook or eat? erythritol or something else? I don't know, because I haven't tried it lately. What kind of, Chinese food do you like? Chinese? How about, a lot of different",Male,1
2,0,"Prompt: What’s your favorite meal to cook or eat? ery and fish in it, and, chicken enchiladas and things like that. Because I'm usually missing something that I want to make sure I get my food processor on the right time and, just",Female,0
1,1,"Prompt: What’s your favorite meal to cook or eat? iced coffee and, hot dogs and, of course, hot dogs and, all those kinds of things in and of and of and out of and, the grocery store and everything, and, of course, the",Male,1
2,0,"Prompt: What’s your favorite meal to cook or eat? ery head, steak and lobster and broccoli and potatoes and cheese and, everything else you cook?. What about seafood? I don't know how much you can make with that recipe, really? C and",Female,0
1,1,"Prompt: What’s your favorite meal to cook or eat? ive never had a favorite meal to cook, actually. Especially not a Mexican meal, though. What else do I cook?, of course, the occasional Caesar salad, which I don't like very well because",Male,1
2,0,"Prompt: What’s your favorite meal to cook or eat? eryogloss, sturgeon and fish salad with, a lot of pros and cons and cons with, the pros and cons of both the pros and cons of both the food and the cooking itself, I",Male,1
1,1,"Prompt: Have you watched any good movies or TV shows lately? ers, I guess I haven't watched any movies lately, except for one recently, which is, ROGER RABBIT and HILL STREET. TWO THOUSAND AND TEN. TWO TH",Male,1
2,0,"Prompt: Have you watched any good movies or TV shows lately? ive seen it about once or twice, and don't know if I've seen that many times, if not twice, I've heard about it. Have you? Have you seen any new ones? Like, S",Male,1
1,1,"Prompt: Have you watched any good movies or TV shows lately? ers, I guess I don't watch anything new until recently, anyway. I haven't watched a whole lot of shows since then, I guess. What I do watch is, sort of the, weekly, cable",Female,0
2,0,"Prompt: Have you watched any good movies or TV shows lately? ive seen the last two MINUTES, THE DOORS and HOME ALONE, as well as, THE DOORS, MY PRETTY WOMAN, and, SLEEPING WITH THE ENEMY",Male,1
1,1,"Prompt: Have you watched any good movies or TV shows lately? ers, I guess I haven't watched any good movies lately either, except probably STAR TREK FIVE a few days ago, which I thought was pretty good because I haven't seen anything else that I haven't",Male,1
2,0,"Prompt: Have you watched any good movies or TV shows lately? ive seen, MAN FROM UNCLE, THE RESTLESS, TWENTY, whatever that was about, has been about the last ten minutes or so I guess? : that's how I watch",Male,1
1,1,"Prompt: Have you watched any good movies or TV shows lately? ers, I guess have watched, a lot of good shows lately, I guess, but not very many good comedies at all. kind of like, SIXTY MINUTES, CHEERS",Male,1
2,0,"Prompt: Have you watched any good movies or TV shows lately? icky for the most part, because I usually watch only the commercials that I can get my feet wet in, which is usually, I guess a craze for a while. That is what I do with my feet",Male,1
1,1,"Prompt: Have you watched any good movies or TV shows lately? ers, I guess probably the last I saw anything that I had a chance to see recently was DANCES WITH WOLVES, which was okay because I didn't enjoy it very much at the time",Male,1
2,0,"Prompt: Have you watched any good movies or TV shows lately? ive just, watched a couple of GoodDoves recently because they were just some kids that I had seen in the past, that I wanted to see more of? just in general, like you said, not that",Male,1
1,1,"Prompt: Do you have any pets? Tell me about them. ers, do you have pets? do you have them? ask them about them and so forth, how they feel about it, how they feel about it, how their school system fits into it",Male,1
2,0,"Prompt: Do you have any pets? Tell me about them. icky ask you, did you say a cat or a dog, pet, for your baby sitter?. For the baby sitter? Because they like to sit in the car and watch them while they're baby",Male,1
1,1,"Prompt: Do you have any pets? Tell me about them. ers, I, I don't know, I just, I'm, I just, I know the feeling when I think about them, I think of, an animal that",Male,1
2,0,"Prompt: Do you have any pets? Tell me about them. icky, I'm not real sure what they are either, but about how they like to be around adults, and how they like to be with their kids, and all that stuff. And, what",Male,1
1,1,"Prompt: Do you have any pets? Tell me about them. ers, I guess we've just talked enough about them to, if they're available, we'd go and get them because we like them so much now. a real affectionate dog, I think, because",Male,1
2,0,"Prompt: Do you have any pets? Tell me about them. eryth, fleas and mites and stuff I caught in the backyard, and, that kind of stuff. what I do is I just go out and pick them up and bring them home. I just sort",Male,1
1,1,"Prompt: Do you have any pets? Tell me about them. ers, I guess I have two dogs right now, both of which are very stray now, and in their prime. One of them has been adopted by a stray, and is now, in good condition, living",Male,1
2,0,"Prompt: Do you have any pets? Tell me about them. ive, had a little baby, in December of last year, which is now my first baby since I have four children, all of us, I guess, have had him in the nursery since January, when I",Female,0
1,1,"Prompt: Do you have any pets? Tell me about them. ive had dogs before, and a cat for about a year and a half now, and a ferret for, about four months now, and a ferret for a year and a half now, and a fer",Male,1
2,0,"Prompt: Do you have any pets? Tell me about them. ers. , , , . I like to catch fish and eat them. And, to catch fish and eat them, and to fish for rainbow trout and stuff like that",Male,1
1,1,"Prompt: What’s something new you’ve tried recently? ive tried a couple of things lately that, I think are pretty neat because they allow you to, go into the lab and do experiments which, I think is pretty neat, because I don't, have",Male,1
2,0,"Prompt: What’s something new you’ve tried recently? ers at this point and time, I don't know whether it's, something that's been happening, or whether it's just been, a couple of individuals or, some kind of random activity or just",Male,1
1,1,"Prompt: What’s something new you’ve tried recently? iced coffee and coffee and tea and, coffee and tea and, coffee and tea and all that kind of stuff, and a nice, coffee and coffee and coffee and coffee and coffee and, coffee and",Female,0
2,0,"Prompt: What’s something new you’ve tried recently? urs been in it for a while, but not very long. Is it, the, new breed, the American Kennel Club or something, or is it a new breed? just a little rerador",Male,1
1,1,"Prompt: What’s something new you’ve tried recently? ive tried a few, different things, but one of them is, just seems to be pretty lousy at it. Although I've played with it a few times now and haven't had any problems, with",Female,0
2,0,"Prompt: What’s something new you’ve tried recently? ive been off of the jury a lot, and not very well, because we had a jury that, was, by the time they sentenced them to death, had just gone through a trial in the state",Male,1
1,1,Prompt: What’s something new you’ve tried recently? ive tried a couple of different kinds of ice maker ice maker's lately have I guess the most up to date ones are: I got one that's a little larger than the one I had before that I,Female,0
2,0,"Prompt: What’s something new you’ve tried recently? ive had some friends that had pets for a while, and we decided that we were going to adopt a cat for a while because we felt like we wanted a baby and a cat in the same room with",Male,1
1,1,"Prompt: What’s something new you’ve tried recently? ive tried it some time ago at work where I have to work with a computer, although I have to do some data entry stuff and a lot of different things like that, I guess. But I don",Female,0
2,0,"Prompt: What’s something new you’ve tried recently? ive, been in Utah for the last few years, just, I guess, of about a year and a half ago, I guess, I'll call you from work tomorrow, to take you to the",Female,0
1,1,"Prompt: How do you like to relax after a long day? ive done it before and, just recently finished my Master's in industrial design and computer science, which is not very long anyway, and, did it for a while, just to see how my work is going and",Male,1
2,0,"Prompt: How do you like to relax after a long day? ers, a lot of times I like to rest and have some relaxation, but at least for a little bit of time that I don't have to work every day, do you think? Do you enjoy it?",Male,1
1,1,"Prompt: How do you like to relax after a long day? ers, I'm just not into it. I enjoy the exercise a lot more when it's outside. Because, the water's so nice and the exercise is fun and you have so many other people around you",Male,1
2,0,"Prompt: How do you like to relax after a long day? ery head or the bottom of the head, the bottom of the head. What kind of fish do you like to cook? just simple fish and salad bar and dessert and stuff like that? what kind",Female,0
1,1,"Prompt: How do you like to relax after a long day? ers, I guess, depends on where you are at. Do you do it by yourself or by the group? like to have a group, play, and stuff like that, or, play together or something like",Male,1
2,0,"Prompt: How do you like to relax after a long day? ersatz, I guess you could say it's been a long time ago or something. I like to exercise all day long because I can't really do it on a regular basis because it's so hard",Male,1
1,1,"Prompt: How do you like to relax after a long day? ers, we enjoy that kind of exercise a lot, especially on a hot day like that. But also like to get out on the, grill and just enjoy the heat of the moment with our little ones, so",Male,1
2,0,"Prompt: How do you like to relax after a long day? ersatz, I guess. Do you like to have company? Like to have company for dinner, or something like that? Or to have company dinner, or something like that? Or to have company dinner",Male,1
1,1,"Prompt: How do you like to relax after a long day? ers, I really do enjoy, doing it after work and after work, because I get to spend all day with my family and stuff like that. : Uh huh. : I'm really not too",Male,1
2,0,"Prompt: How do you like to relax after a long day? ersatz hour, you really like it? I like it all the same too. I'm not sure where it's at yet because it's so long in the summer, I don't have to",Male,1
1,1,"Prompt: What’s a goal you’re working towards right now? ers, I think it's just going to take more effort and effort and effort and effort than we are having now to try to do something really major or major in this area because, you",Male,1
2,0,"Prompt: What’s a goal you’re working towards right now? ive just been working on it for a couple of weeks now or so, hoping that it can be resolved in a way that's beneficial for the child, rather than a drain on your money",Male,1
1,1,"Prompt: What’s a goal you’re working towards right now? ers, I'm trying to think of what kind of, long term goals are we trying to pursue right now, I guess it's really kind of a question of, are we looking for",Male,1
2,0,"Prompt: What’s a goal you’re working towards right now? urs goal is to have a house and everything, that's right up there with the children's bedrooms and everything. Which is, I guess, a little bit more luxury, in a way",Male,1
1,1,"Prompt: What’s a goal you’re working towards right now? urs, a goal that I'm working towards right now is a better world for everyone to live in and for their children to see it through their eyes, rather than through their ears. And for",Male,1
2,0,"Prompt: What’s a goal you’re working towards right now? ive just started work on one because it seems like my husband got a hold of it, which I, wish I could do without because he's working on a P H D right now, or",Male,1
1,1,"Prompt: What’s a goal you’re working towards right now? ers, I'm not sure exactly what it is to have a goal in life, is to have the means to pursue a goal in life, but at least a means to pursue that",Male,1
2,0,"Prompt: What’s a goal you’re working towards right now? ery, . Because of the way that we're spending so much time together, I think we can do it. And that we're doing things that are making a difference, that are",Female,0
1,1,"Prompt: What’s a goal you’re working towards right now? ive been thinking about that for probably a year now, what is it, a goal, to reach an all time record for number of deaths in a given year? a lot of it",Female,0
2,0,"Prompt: What’s a goal you’re working towards right now? ive got a long way to go, . . I don't know what it is, though, yet, to find out what it's actually going to take for these kids to become",Male,1
1,1,"Prompt: What’s your favorite way to stay active or exercise? ive done a lot of walking, running and biking and just doing a lot of movement, and sitting down and doing that real slow for about ten minutes straight a day and then relaxing with that and eating a",Male,1
2,0,"Prompt: What’s your favorite way to stay active or exercise? urs, I really don't care who your boss is, as long as you're there for your company's sake, you can do that, too. Because I know the ones that are, working",Male,1
1,1,"Prompt: What’s your favorite way to stay active or exercise? ive done both at one time and also at one time and again, at a rate of one every six months or so, at one time or another. Which is pretty good, at least for the average",Male,1
2,0,"Prompt: What’s your favorite way to stay active or exercise? urs a, sport that is different from yours is called weight lifting, which is, more like a weight lifting type program that you do, rather than weight lifting type program you would normally do if you were",Male,1
1,1,"Prompt: What’s your favorite way to stay active or exercise? ers, I'm not sure, whether it's, exercise, or anything else that I do, either, for exercise or not. I don't know if exercise is considered to be something that I do",Male,1
2,0,Prompt: What’s your favorite way to stay active or exercise? ive been doing a lot of running and jumping over trees and doing a lot of jumping and doing lots of cycling and doing lots of jumping and doing lots of jogging and things like that in the summer time,Male,1
1,1,"Prompt: What’s your favorite way to stay active or exercise? ive done exercise a lot lately? What have you been doing recently?, lately?, lately?, recently?, recently?. I've been doing a lot of outdoor things lately, such as sailing",Male,1
2,0,"Prompt: What’s your favorite way to stay active or exercise? ive been reading a lot lately about exercise, and I guess, what kind of a workout is it? I'm trying to figure out the name of it all because I can't think of anything that I",Male,1
1,1,"Prompt: What’s your favorite way to stay active or exercise? ive done a lot of exercising lately and have had some weight training lately, about, I guess, and haven't had to do very much on the squats, but rather just continued to do it and keep",Male,1
2,0,"Prompt: What’s your favorite way to stay active or exercise? ery, mamma or ma'am or ma'am or ma'am or ma'am or ma'am or ma'am or ma'am. do you have any pets",Female,0
1,1,"Prompt: If you could travel anywhere in the world, where would you go? ers, I don't know how you feel about it, because the way I feel, it's a very fluid issue, a matter of interpreting it so that, people that would be swayed",Male,1
2,0,"Prompt: If you could travel anywhere in the world, where would you go? ia, I don't know what would be so neat to go visit a place like that. However, we have a fairly good, track record of, having good, quality of",Female,0
1,1,"Prompt: If you could travel anywhere in the world, where would you go? ers, I think it's the best travel option for, people who just really don't want to be anywhere else, and don't know where to go or where to go, and really don",Male,1
2,0,"Prompt: If you could travel anywhere in the world, where would you go? ers, I would say, Europe, I would say, Russia, I would say, North America, I would say, the Orientals I would say, you are right",Male,1
1,1,"Prompt: If you could travel anywhere in the world, where would you go? ers, I guess there are a few of us that are really curious as to what we might do as a result of it. How might we handle the situation we are in with these people who have",Male,1
2,0,"Prompt: If you could travel anywhere in the world, where would you go? ursa, we went to some places that had been closed down for a couple of years or so, because they had a lot of pollution, which made it very dangerous for people to come and visit",Female,0
1,1,"Prompt: If you could travel anywhere in the world, where would you go? ers, I think there's an easy way to make the transition from being an American to being a productive member of society: I think it would be to eliminate, the requirement for a driver's license",Male,1
2,0,"Prompt: If you could travel anywhere in the world, where would you go? ivan, van, or, air travel, I think that would be an excellent choice to have in your home country of choice, because the air travel allows for more interaction between people, and",Male,1
1,1,"Prompt: If you could travel anywhere in the world, where would you go? ers, I think you would go to places like, Japan, Germany, England, England, France, Italy, wherever, I think you'd go to be entertained by, all kinds of",Male,1
2,0,"Prompt: If you could travel anywhere in the world, where would you go? ersatz Europe, Europe and North Africa and, the Middle East and South East, Europe and North Africa and everything like that, , where we would go out into space and travel in space",Male,1
1,1,"Prompt: What’s a memorable event from your childhood? ers, I think it was a great movie, probably, the last two or three years, I guess, I just haven't seen it very much lately. Although I've seen it once, once or twice",Male,1
2,0,"Prompt: What’s a memorable event from your childhood? ive a lot of fond memories of that part of the country I was in college with the Boy Scouts in the sixties and early seventies. and things like that. And stuff like that, and things like that",Male,1
1,1,"Prompt: What’s a memorable event from your childhood? ers, the youngest child is just, kind of, not quite as young as the other children, but at a much younger age than most, we would think, because they're older and more established, and more",Male,1
2,0,"Prompt: What’s a memorable event from your childhood? ers, his, his dad, his, his brother is a sportsman himself, his father's a football fan, his mother's a volleyball fan,",Male,1
1,1,"Prompt: What’s a memorable event from your childhood? ive had a little bit of a taste for music back then but, I guess since I've just turned twenty one, I'm less into rock and roll and more into more of a folk music type, sort of",Female,0
2,0,Prompt: What’s a memorable event from your childhood? ive got to the point where I wanted to remember it in a way that I felt was important for me to do it. in a way because I think I was born into the work force and that was my primary,Male,1
1,1,"Prompt: What’s a memorable event from your childhood? ive never been on a jury before now that I'm thirty years old and all that kind of stuff, I guess. I think that's kind of, typical for me, too, when I've been up in",Male,1
2,0,"Prompt: What’s a memorable event from your childhood? ery EYOUR, a wonderful author. She was, in her early forties, and very funny and wonderful at times, a wonderful writer and tragic at times. She was such a character, I think",Female,0
1,1,"Prompt: What’s a memorable event from your childhood? ive never had to use a driver's license to access a gun to carry out a robbery or anything like that. I did, when I was a little girl, when I got my first weapon at home, when",Male,1
2,0,"Prompt: What’s a memorable event from your childhood? ߄, what is the story of the whole thing?. What is it?, What is it?, what is it, what is it's about, I think, that goes on in our lives",Female,0
1,1,"Prompt: Do you prefer mornings or evenings, and why? ers, it's a lot of fun for us because it's a Monday to Friday type of place where we can have a, picnic lunch or whatever in the middle of the day. Or just go down to one of",Male,1
2,0,"Prompt: Do you prefer mornings or evenings, and why? ery head, or what?",Female,0
1,1,"Prompt: Do you prefer mornings or evenings, and why? ers, what kind of weather do you like?, what kind of weather do you like? What kind of weather do you like to run in? How do you like to run in it?",Male,1
2,0,"Prompt: Do you prefer mornings or evenings, and why? eryn, I don't know what the difference between today's and yesterday's, is that I'm in a morning when I can do my job and then I'm in a evening when I'm not home",Female,0
1,1,"Prompt: Do you prefer mornings or evenings, and why? ers, a lot of times it's because I have my sister in college. a couple years ago, I was working on a project with a girl that I had been working on at school a couple of nights",Female,0
